episode,reward,loss,hit_pct,avg_delay_s,epsilon
450,-24830.4149,1264.70449266,72.6000,0.014412,0.258715
451,-26768.2673,1214.01379668,70.2000,0.014487,0.257939
452,-23914.0076,1291.16065881,73.7000,0.014215,0.257165
453,-25217.7320,1300.87817831,72.2000,0.014757,0.256393
454,-22866.4642,1214.59537319,75.0000,0.014180,0.255624
455,-23856.5893,1249.44056734,73.9000,0.014726,0.254857
456,-23518.7854,1160.58426287,74.3000,0.014622,0.254093
457,-24608.8903,1203.10025024,72.9000,0.014499,0.253330
458,-23529.1065,1192.60845445,74.2000,0.014279,0.252570
459,-23442.2738,1257.19989628,74.3000,0.014254,0.251813
460,-23851.5088,1291.10797700,73.8000,0.014316,0.251057
461,-26064.2707,1222.55862399,71.2000,0.014966,0.250304
462,-24628.0226,1355.05680865,72.9000,0.014589,0.249553
463,-22348.7257,1317.51513186,75.6000,0.014001,0.248805
464,-24797.6566,1144.46717948,72.7000,0.014643,0.248058
465,-22887.9191,1282.60065337,75.1000,0.014697,0.247314
466,-24244.3282,1208.10054732,73.4000,0.014683,0.246572
467,-22813.2793,1288.34216626,75.0000,0.013917,0.245832
468,-23009.9048,1275.58941556,74.8000,0.014090,0.245095
469,-24576.7573,1301.74344155,73.0000,0.014732,0.244360
470,-23518.4594,1261.19353030,74.2000,0.014241,0.243626
471,-24755.7792,1299.72544420,72.9000,0.015220,0.242896
472,-23228.1627,1258.46091654,74.6000,0.014412,0.242167
473,-22652.0900,1255.21894451,75.3000,0.014328,0.241440
474,-24576.8593,1241.80338482,73.0000,0.014732,0.240716
475,-24016.6746,1248.78091934,73.6000,0.014336,0.239994
476,-22143.3137,1286.73030562,76.0000,0.014564,0.239274
477,-22729.3719,1235.00278453,75.2000,0.014288,0.238556
478,-22332.6866,1223.76490445,75.8000,0.014712,0.237840
479,-26593.0919,1302.55510674,70.6000,0.015206,0.237127
480,-23845.4227,1213.47440265,73.9000,0.014684,0.236416
481,-24734.2074,1306.10502648,72.8000,0.014719,0.235706
482,-23115.3023,1195.44010971,74.7000,0.014238,0.234999
483,-23348.2260,1157.23923231,74.5000,0.014605,0.234294
484,-23030.3135,1316.62134265,74.8000,0.014219,0.233591
485,-24142.6981,1281.80776931,73.3000,0.013775,0.232891
486,-22338.1214,1243.08911641,75.7000,0.014347,0.232192
487,-24631.6355,1264.44099612,72.9000,0.014631,0.231495
488,-22871.5824,1177.87744244,75.0000,0.014215,0.230801
489,-22096.4391,1253.61511798,76.1000,0.014743,0.230108
490,-22208.7498,1177.00870066,75.8000,0.014078,0.229418
491,-23457.0972,1227.63345930,74.3000,0.014354,0.228730
492,-25226.1027,1283.51599983,72.2000,0.014787,0.228044
493,-23371.1599,1404.86682106,74.3000,0.013900,0.227359
494,-23618.4952,1366.77302699,74.2000,0.014754,0.226677
495,-23395.4751,1266.97313212,74.3000,0.014027,0.225997
496,-23946.8719,1247.72652687,73.7000,0.014401,0.225319
497,-21941.6823,1293.69795116,76.1000,0.013950,0.224643
498,-25253.8188,1311.82603780,72.1000,0.014532,0.223969
499,-24157.1093,1245.26365397,73.4000,0.014246,0.223298
500,-23168.8280,1214.96071400,74.6000,0.014090,0.222628
501,-25328.7388,1255.79911516,72.0000,0.014492,0.221960
502,-23065.7196,1283.23760871,74.8000,0.014392,0.221294
503,-23448.9101,1314.32924414,74.4000,0.014700,0.220630
504,-21570.0727,1229.37330538,76.6000,0.014110,0.219968
505,-23580.8136,1352.75577485,74.1000,0.014156,0.219308
506,-25051.6417,1276.83471876,72.3000,0.014329,0.218650
507,-24864.7728,1365.76577792,72.5000,0.014193,0.217994
508,-22968.5961,1291.66121358,74.8000,0.013896,0.217340
509,-22687.1286,1197.67474372,75.2000,0.014090,0.216688
510,-21841.2294,1288.29616663,76.2000,0.013872,0.216038
511,-23555.5415,1236.43907100,74.2000,0.014433,0.215390
512,-25375.6945,1240.77133744,72.0000,0.014745,0.214744
513,-23353.1722,1309.90767657,74.5000,0.014627,0.214100
514,-23229.8349,1290.02291246,74.5000,0.014011,0.213457
515,-25599.5495,1311.97431959,71.7000,0.014655,0.212817
516,-22951.9656,1257.49594736,74.8000,0.013813,0.212179
517,-24524.7177,1307.27275792,72.8000,0.013700,0.211542
518,-21666.2934,1374.57263051,76.5000,0.014181,0.210907
519,-21071.6179,1280.35638801,77.1000,0.013602,0.210275
520,-21343.5366,1263.42294090,76.8000,0.013761,0.209644
521,-24100.8842,1268.84486796,73.5000,0.014334,0.209015
522,-23049.6962,1312.22018456,74.7000,0.013892,0.208388
523,-23958.9551,1241.63206852,73.8000,0.014840,0.207763
524,-22742.7510,1371.83848813,75.1000,0.013956,0.207140
525,-22446.0803,1271.08373942,75.5000,0.014085,0.206518
526,-24494.9529,1285.70731214,73.0000,0.014334,0.205899
527,-22879.7020,1316.23846204,75.1000,0.014637,0.205281
528,-23476.3604,1248.02305344,74.3000,0.014437,0.204665
529,-24232.0191,1342.05304939,73.3000,0.014210,0.204051
530,-23270.4387,1272.50918635,74.4000,0.013821,0.203439
531,-20576.0522,1193.75247684,77.8000,0.013950,0.202829
532,-22070.5480,1417.97629190,75.9000,0.013816,0.202220
533,-21944.8629,1269.89677373,76.2000,0.014379,0.201613
534,-22060.3421,1207.44904794,76.0000,0.014147,0.201009
535,-24215.7152,1316.67673273,73.4000,0.014522,0.200406
536,-21737.7352,1351.09281090,76.3000,0.013736,0.199804
537,-24816.5255,1498.06090982,72.6000,0.014306,0.199205
538,-24544.5449,1210.73759870,73.0000,0.014582,0.198607
539,-21659.5890,1410.10969005,76.4000,0.013750,0.198011
540,-24554.6369,1398.73644922,73.1000,0.015028,0.197417
541,-22546.4180,1387.54631329,75.5000,0.014583,0.196825
542,-19416.2972,1308.04429281,79.1000,0.013355,0.196235
543,-23484.3779,1369.33446165,74.2000,0.014064,0.195646
544,-24154.2020,1227.13088931,73.4000,0.014250,0.195059
545,-23800.1734,1302.16485826,73.9000,0.014457,0.194474
546,-22205.6568,1254.86187307,75.8000,0.014074,0.193890
547,-23514.1958,1319.54334237,74.2000,0.014209,0.193309
548,-24196.4034,1431.34089408,73.4000,0.014436,0.192729
549,-22013.8445,1380.06538105,76.1000,0.014319,0.192151
550,-22827.9402,1283.77837925,75.1000,0.014399,0.191574
551,-23967.2499,1304.93914710,73.6000,0.014090,0.190999
552,-23241.9442,1396.99368376,74.5000,0.014084,0.190427
553,-24417.5691,1331.75944090,73.1000,0.014354,0.189855
554,-23684.5052,1405.59860141,74.0000,0.014270,0.189286
555,-24738.9472,1273.09725037,72.7000,0.014351,0.188718
556,-23882.6091,1245.82798629,73.7000,0.014072,0.188152
557,-23463.8880,1248.76339050,74.2000,0.013990,0.187587
558,-22535.3998,1240.17419850,75.4000,0.014127,0.187024
559,-20790.3341,1327.57046238,77.5000,0.013794,0.186463
560,-21408.1434,1435.62122816,76.7000,0.013701,0.185904
561,-22605.1571,1383.14811670,75.3000,0.014053,0.185346
562,-23297.3139,1217.73529359,74.4000,0.013945,0.184790
563,-21581.2066,1378.59626950,76.5000,0.013782,0.184236
564,-24031.5962,1288.52603539,73.6000,0.014421,0.183683
565,-24825.5293,1286.06446488,72.6000,0.014386,0.183132
566,-23193.1431,1422.69833010,74.6000,0.014221,0.182583
567,-22707.8644,1363.93574720,75.1000,0.013794,0.182035
568,-22937.3616,1376.33661710,74.9000,0.014152,0.181489
569,-21949.7353,1361.77015278,76.1000,0.014003,0.180944
570,-21798.5581,1389.43536128,76.2000,0.013637,0.180402
571,-23398.1240,1287.26446556,74.4000,0.014422,0.179860
572,-24841.8183,1385.50049344,72.5000,0.014067,0.179321
573,-25391.2278,1263.86529423,72.0000,0.014832,0.178783
574,-23979.1755,1297.28172403,73.5000,0.013766,0.178246
575,-23431.2136,1320.00103308,74.3000,0.014208,0.177712
576,-21613.3583,1398.24534387,76.4000,0.013511,0.177179
577,-22465.6151,1463.57438692,75.4000,0.013782,0.176647
578,-22579.3215,1507.72198201,75.2000,0.013542,0.176117
579,-23734.8815,1297.75559643,73.9000,0.014131,0.175589
580,-22761.8893,1474.21124584,75.0000,0.013634,0.175062
581,-21959.7293,1354.41670274,76.1000,0.014033,0.174537
582,-20381.7448,1383.94293575,78.0000,0.013771,0.174013
583,-19801.2474,1578.44233579,78.6000,0.013255,0.173491
584,-23729.0642,1384.64843805,73.9000,0.014089,0.172971
585,-22991.8117,1399.82948386,74.8000,0.014007,0.172452
586,-22146.5095,1302.04701093,75.9000,0.014173,0.171934
587,-23722.2615,1383.30247948,73.9000,0.014059,0.171419
588,-23026.2883,1311.85923312,74.7000,0.013790,0.170904
589,-21426.6809,1421.51530012,76.6000,0.013396,0.170392
590,-22888.9730,1385.16804133,74.9000,0.013907,0.169880
591,-22688.0977,1321.16074045,75.2000,0.014089,0.169371
592,-24003.1038,1277.24774470,73.6000,0.014275,0.168863
593,-21104.4228,1437.32146755,77.0000,0.013385,0.168356
594,-22289.5977,1332.82012398,75.6000,0.013723,0.167851
595,-21745.7340,1354.75173928,76.2000,0.013395,0.167347
596,-24684.7944,1382.74860308,72.7000,0.014086,0.166845
597,-22101.5532,1395.44841036,75.9000,0.013948,0.166345
598,-25000.1240,1415.32643603,72.1000,0.013235,0.165846
599,-22191.5394,1277.02554885,75.7000,0.013615,0.165348
600,-22384.1576,1477.12368875,75.5000,0.013759,0.164852
601,-21280.0007,1437.40280659,76.9000,0.013849,0.164358
602,-21893.9865,1342.38086540,76.1000,0.013737,0.163865
603,-22713.4319,1488.53773715,75.2000,0.014225,0.163373
604,-25190.2544,1500.61715140,72.1000,0.014203,0.162883
605,-23723.4360,1466.63358552,74.0000,0.014445,0.162394
606,-21616.2830,1356.60188498,76.5000,0.013925,0.161907
607,-21732.2910,1408.14424730,76.3000,0.013712,0.161421
608,-23665.8782,1273.37541901,74.0000,0.014173,0.160937
609,-22076.6902,1286.88374829,75.9000,0.013841,0.160454
610,-21505.1228,1478.00212783,76.6000,0.013748,0.159973
611,-21532.0652,1541.47266324,76.5000,0.013497,0.159493
612,-20950.8224,1395.91621151,77.3000,0.013828,0.159015
613,-22577.6940,1345.74838336,75.3000,0.013968,0.158538
614,-19830.6744,1428.89259709,78.5000,0.013028,0.158062
615,-21874.0127,1404.04174488,76.1000,0.013636,0.157588
616,-23079.2358,1376.90364807,74.7000,0.014071,0.157115
617,-21713.4219,1369.94744120,76.4000,0.014040,0.156644
618,-22813.2500,1324.12111444,75.0000,0.013928,0.156174
619,-22072.1599,1466.03321638,76.0000,0.014228,0.155705
620,-20368.1628,1422.17602385,78.0000,0.013704,0.155238
621,-21735.2901,1541.99031795,76.3000,0.013727,0.154772
622,-21968.4030,1392.33535520,76.0000,0.013730,0.154308
623,-21720.2286,1438.58466225,76.3000,0.013673,0.153845
624,-22941.0960,1281.26433942,74.9000,0.014177,0.153384
625,-21319.9987,1481.63715198,76.8000,0.013664,0.152923
626,-22844.2365,1443.52907673,74.9000,0.013679,0.152465
627,-22571.8837,1518.94516017,75.3000,0.013937,0.152007
628,-21590.1042,1567.83148640,76.5000,0.013823,0.151551
629,-20837.7952,1513.06275460,77.3000,0.013253,0.151097
630,-22314.0541,1489.45763291,75.6000,0.013844,0.150643
631,-23673.4063,1207.89035583,73.9000,0.013837,0.150191
632,-22439.5691,1428.45649827,75.3000,0.013258,0.149741
633,-20482.7819,1443.68001828,77.8000,0.013489,0.149292
634,-22693.9602,1428.18846678,75.0000,0.013318,0.148844
635,-21800.7044,1395.96532807,76.2000,0.013658,0.148397
636,-19384.4331,1498.47474950,79.1000,0.013183,0.147952
637,-21928.6693,1319.64749514,76.0000,0.013513,0.147508
638,-22508.4354,1264.14228534,75.4000,0.014006,0.147066
639,-22804.7062,1519.99231788,74.9000,0.013482,0.146624
640,-22056.1952,1417.21451513,75.8000,0.013338,0.146184
641,-21846.1042,1448.63742044,76.0000,0.013078,0.145746
642,-20894.3931,1521.42352129,77.3000,0.013542,0.145309
643,-21684.8176,1429.38852026,76.4000,0.013896,0.144873
644,-22045.6172,1411.24615066,75.9000,0.013681,0.144438
645,-21642.4496,1395.93845019,76.4000,0.013659,0.144005
646,-20359.1568,1433.34982942,77.9000,0.013244,0.143573
647,-23538.3992,1383.06270021,74.1000,0.013946,0.143142
648,-22662.0229,1509.53384981,75.1000,0.013577,0.142713
649,-23104.9712,1415.29120946,74.5000,0.013384,0.142285
650,-22908.8920,1399.97369983,74.8000,0.013614,0.141858
651,-20799.2961,1540.04285623,77.4000,0.013458,0.141432
652,-20827.3082,1331.48027676,77.3000,0.013221,0.141008
653,-22528.9483,1444.89236254,75.2000,0.013323,0.140585
654,-21772.9390,1610.45798780,76.2000,0.013527,0.140163
655,-21375.5511,1469.10368032,76.7000,0.013525,0.139743
656,-22962.0830,1498.03751955,74.7000,0.013470,0.139323
657,-21252.1508,1593.60599403,76.8000,0.013327,0.138905
658,-21185.0930,1508.64164475,76.9000,0.013386,0.138489
659,-23282.2711,1434.69863952,74.4000,0.013860,0.138073
660,-22312.3917,1686.08081459,75.5000,0.013441,0.137659
661,-21475.3551,1483.24897672,76.6000,0.013646,0.137246
662,-22635.9109,1504.38035772,75.2000,0.013815,0.136834
663,-20726.8805,1424.97540853,77.6000,0.013872,0.136424
664,-21906.2288,1340.10349067,76.0000,0.013372,0.136014
665,-21351.7529,1489.76623754,76.7000,0.013418,0.135606
666,-22688.2321,1545.61672180,75.1000,0.013713,0.135200
667,-22022.0118,1565.63915814,75.8000,0.013158,0.134794
668,-22065.5923,1570.28172837,75.8000,0.013387,0.134390
669,-21681.1186,1483.67836092,76.3000,0.013464,0.133986
670,-23646.1410,1369.92656372,73.9000,0.013681,0.133584
671,-23095.5681,1423.77428935,74.5000,0.013339,0.133184
672,-22482.4004,1470.88843345,75.4000,0.013874,0.132784
673,-21000.1539,1394.57936105,77.0000,0.012848,0.132386
674,-21340.4699,1392.09789157,76.8000,0.013766,0.131989
675,-24596.6887,1534.88663365,72.7000,0.013634,0.131593
676,-20639.0593,1484.98950094,77.7000,0.013830,0.131198
677,-21875.3551,1362.31840530,76.0000,0.013228,0.130804
678,-23435.2803,1526.84674957,74.1000,0.013440,0.130412
679,-20917.8440,1478.80980603,77.1000,0.012827,0.130021
680,-22372.8456,1607.70029278,75.5000,0.013706,0.129631
681,-22273.3951,1408.50653322,75.5000,0.013221,0.129242
682,-22609.1673,1518.63315009,75.2000,0.013714,0.128854
683,-22956.9480,1431.51895237,74.8000,0.013867,0.128467
684,-22970.7192,1406.97831644,74.7000,0.013527,0.128082
685,-22646.0022,1400.62422189,75.1000,0.013490,0.127698
686,-19542.7617,1726.20139011,79.0000,0.013581,0.127315
687,-22245.8344,1524.20812978,75.7000,0.013894,0.126933
688,-22449.1915,1449.51078709,75.4000,0.013700,0.126552
689,-23515.6678,1522.32127932,74.1000,0.013849,0.126172
690,-19846.7152,1550.33412217,78.5000,0.013095,0.125794
691,-23332.6184,1498.51982673,74.2000,0.013344,0.125416
692,-22452.3380,1616.81186889,75.4000,0.013754,0.125040
693,-21148.4580,1448.31492543,77.0000,0.013615,0.124665
694,-21317.4711,1391.72321620,76.8000,0.013637,0.124291
695,-21279.6600,1578.11888334,76.7000,0.013044,0.123918
696,-21421.7395,1424.92727444,76.6000,0.013378,0.123546
697,-21772.5063,1345.11781578,76.2000,0.013521,0.123176
698,-21833.0360,1500.85216782,76.1000,0.013420,0.122806
699,-22623.7065,1482.08378289,75.1000,0.013384,0.122438
700,-22505.9796,1516.08694323,75.3000,0.013567,0.122071
701,-22502.1446,1672.69326887,75.4000,0.013961,0.121704
702,-21059.9857,1669.61654831,76.9000,0.012763,0.121339
703,-21748.1027,1432.40601137,76.2000,0.013418,0.120975
704,-21143.1386,1507.67924062,77.0000,0.013580,0.120612
705,-20668.0118,1764.06845918,77.5000,0.013177,0.120250
706,-22173.1987,1373.80387655,75.7000,0.013543,0.119890
707,-22224.2508,1500.70026955,75.6000,0.013393,0.119530
708,-21398.1199,1395.51086720,76.6000,0.013251,0.119171
709,-22026.2553,1558.38473269,75.8000,0.013185,0.118814
710,-21553.1743,1458.01410434,76.4000,0.013215,0.118457
711,-22377.5487,1455.74027397,75.6000,0.014161,0.118102
712,-20036.0733,1698.36926982,78.3000,0.013255,0.117748
713,-21961.8538,1545.55403176,76.0000,0.013693,0.117395
714,-21808.6889,1498.03167331,76.1000,0.013312,0.117042
715,-22924.0902,1634.28227726,74.7000,0.013277,0.116691
716,-21962.3523,1730.87169181,76.0000,0.013680,0.116341
717,-21832.6993,1375.04890401,76.0000,0.013039,0.115992
718,-20544.1860,1414.57134456,77.7000,0.013379,0.115644
719,-22399.6401,1626.57449098,75.4000,0.013466,0.115297
720,-22635.9409,1471.62576968,75.1000,0.013442,0.114951
721,-22271.3682,1389.57380803,75.6000,0.013614,0.114606
722,-22007.5841,1441.80299248,75.9000,0.013524,0.114263
723,-21270.5489,1508.12608050,76.7000,0.013029,0.113920
724,-22695.5206,1733.98849418,75.0000,0.013358,0.113578
725,-22003.4042,1492.26907545,75.9000,0.013497,0.113237
726,-21209.0883,1611.58022190,76.8000,0.013131,0.112898
727,-20182.0957,1475.11864778,78.1000,0.013172,0.112559
728,-22084.7053,1602.56927190,75.8000,0.013484,0.112221
729,-20625.3197,1250.66842574,77.6000,0.013394,0.111885
730,-19761.9052,1586.41227790,78.6000,0.013078,0.111549
731,-22049.7706,1718.93963105,75.9000,0.013691,0.111214
732,-20940.9334,1444.61580835,77.1000,0.012953,0.110881
733,-21583.3229,1455.21159949,76.3000,0.012982,0.110548
734,-21942.6046,1609.87557455,75.9000,0.013175,0.110216
735,-21651.2272,1564.54146158,76.4000,0.013718,0.109886
736,-22506.5830,1551.76726893,75.3000,0.013596,0.109556
737,-21954.3420,1558.44134312,76.0000,0.013633,0.109227
738,-22314.5137,1560.73571210,75.4000,0.013054,0.108900
739,-20484.5150,1515.36282847,77.7000,0.013101,0.108573
740,-23485.3275,1639.93784788,74.1000,0.013696,0.108247
741,-21806.7382,1746.91824713,76.1000,0.013298,0.107923
742,-23894.0707,1476.68903096,73.5000,0.013357,0.107599
743,-21087.2797,1892.53727101,77.0000,0.013306,0.107276
744,-21711.1593,1455.61533752,76.2000,0.013231,0.106954
745,-21446.9434,1396.87050892,76.6000,0.013514,0.106633
746,-20808.8382,1664.89592619,77.4000,0.013489,0.106313
747,-21763.2411,1712.68100189,76.2000,0.013459,0.105994
748,-21915.9434,1582.52715748,76.0000,0.013443,0.105676
749,-20057.8433,1592.79197328,78.3000,0.013353,0.105359
750,-22011.4701,1471.04221073,76.0000,0.013921,0.105043
751,-22376.1968,1670.28997657,75.3000,0.012964,0.104728
752,-21473.2460,1540.63141026,76.5000,0.013256,0.104414
753,-20236.2126,1708.44242821,78.1000,0.013453,0.104101
754,-23361.1067,1780.19839362,74.2000,0.013476,0.103789
755,-22116.6188,1548.12107135,75.7000,0.013258,0.103477
756,-21335.3613,1270.86364706,76.8000,0.013748,0.103167
757,-22276.0513,1317.73892457,75.5000,0.013268,0.102857
758,-21002.5483,1566.81217230,77.0000,0.012881,0.102549
759,-21459.4993,1740.17892975,76.6000,0.013571,0.102241
760,-21990.0712,1488.65793613,75.9000,0.013413,0.101934
761,-19845.2213,1708.59527915,78.6000,0.013487,0.101628
762,-22834.6634,1547.17571158,74.8000,0.013241,0.101324
763,-20718.7753,1650.59555720,77.4000,0.013083,0.101020
764,-20122.6403,1728.75814677,78.1000,0.012876,0.100717
765,-22288.7084,1733.74482417,75.6000,0.013688,0.100414
766,-20111.2584,1374.64692850,78.2000,0.013210,0.100113
767,-22077.6601,1587.54828870,75.7000,0.013046,0.099813
768,-19800.2574,1580.47876163,78.5000,0.012853,0.099513
769,-21043.4744,1983.14826770,77.0000,0.013057,0.099215
770,-20672.6300,1589.92857720,77.5000,0.013189,0.098917
771,-21981.3766,1686.12059876,75.9000,0.013339,0.098620
772,-20389.0331,1512.29853986,77.9000,0.013400,0.098325
773,-17856.1855,1754.16254578,80.9000,0.012745,0.098030
774,-21134.4792,1367.52832898,76.9000,0.013140,0.097736
775,-20929.1502,1662.24593953,77.1000,0.012910,0.097442
776,-21725.0144,1625.90653090,76.2000,0.013291,0.097150
777,-20845.2135,1642.39698030,77.3000,0.013289,0.096859
778,-21216.6100,1568.02580869,76.9000,0.013551,0.096568
779,-22842.0789,1762.78041775,74.8000,0.013294,0.096278
780,-23761.1536,1675.11891119,73.7000,0.013457,0.095989
781,-19336.2564,1394.80347809,79.2000,0.013333,0.095701
782,-21902.8355,1557.33932758,75.9000,0.012980,0.095414
783,-20667.5529,1727.59054802,77.4000,0.012816,0.095128
784,-19827.3190,1813.28499722,78.5000,0.013010,0.094843
785,-19646.2382,1609.72974117,78.8000,0.013285,0.094558
786,-20591.0866,1540.41467485,77.6000,0.013222,0.094275
787,-22172.9729,1524.45819680,75.6000,0.013126,0.093992
788,-21863.4039,1657.61654363,76.0000,0.013173,0.093710
789,-20035.2216,1739.41909755,78.2000,0.012850,0.093429
790,-23007.5487,1755.57908405,74.6000,0.013304,0.093148
791,-22054.7226,1602.88254322,75.7000,0.012944,0.092869
792,-21798.3187,1560.87491488,76.1000,0.013263,0.092590
793,-20413.3338,1563.21222837,77.8000,0.013130,0.092313
794,-23069.5374,1616.42584786,74.6000,0.013626,0.092036
795,-22615.4456,1609.47695436,75.0000,0.012956,0.091759
796,-20981.9471,1543.09189191,77.0000,0.012798,0.091484
797,-21500.6047,1772.63350058,76.4000,0.012987,0.091210
798,-20381.4982,1585.86466925,77.9000,0.013366,0.090936
799,-21721.3218,1420.60927749,76.3000,0.013684,0.090663
800,-20722.8593,1694.82299742,77.4000,0.013065,0.090391
801,-20438.6565,1666.06115330,77.8000,0.013252,0.090120
802,-21210.8527,1543.11538596,76.8000,0.013127,0.089850
803,-21564.4708,1690.32631448,76.4000,0.013323,0.089580
804,-20972.2651,1350.74400859,77.1000,0.013146,0.089311
805,-19105.6777,1790.83036340,79.4000,0.012999,0.089044
806,-21435.0631,1495.29597263,76.6000,0.013438,0.088776
807,-17579.8418,1623.99749320,81.2000,0.012545,0.088510
808,-22475.5461,1639.78123471,75.3000,0.013423,0.088245
809,-21368.6308,1458.74877993,76.7000,0.013511,0.087980
810,-19714.0471,1399.72241196,78.7000,0.013240,0.087716
811,-20227.3457,1743.18368047,78.1000,0.013413,0.087453
812,-19107.5486,1623.53470656,79.4000,0.013022,0.087190
813,-20220.5969,1368.52733568,77.9000,0.012585,0.086929
814,-21494.8126,1482.88909535,76.4000,0.012947,0.086668
815,-20592.3372,1498.73551540,77.5000,0.012811,0.086408
816,-22004.4572,1907.42833186,75.8000,0.013100,0.086149
817,-22561.7752,1646.56855620,75.2000,0.013482,0.085890
818,-22738.3601,1458.48731104,75.0000,0.013551,0.085633
819,-20080.4340,1638.23124738,78.2000,0.013072,0.085376
820,-22594.0009,1665.10363003,75.1000,0.013238,0.085120
821,-19921.0613,1612.78486442,78.4000,0.013050,0.084864
822,-20138.9687,1875.14665126,78.1000,0.012959,0.084610
823,-21765.2408,1675.07773632,76.2000,0.013513,0.084356
824,-21036.3529,1577.04447393,77.1000,0.013439,0.084103
825,-21562.4553,1916.18102080,76.4000,0.013267,0.083850
826,-23672.8206,1477.14711753,73.8000,0.013427,0.083599
827,-21759.1596,1486.12578041,76.1000,0.013038,0.083348
828,-20859.1456,1843.96844805,77.2000,0.012939,0.083098
829,-19725.9164,1626.98641739,78.6000,0.012875,0.082849
830,-20785.9066,1562.74685022,77.4000,0.013372,0.082600
831,-19902.1170,1492.73875504,78.4000,0.012955,0.082352
832,-19824.8490,1841.69807788,78.5000,0.013008,0.082105
833,-20610.7595,1715.05716282,77.5000,0.012922,0.081859
834,-21994.0959,1647.40100922,75.8000,0.013028,0.081614
835,-20134.1880,1583.64989682,78.1000,0.012952,0.081369
836,-22305.9430,1499.65122828,75.4000,0.012979,0.081125
837,-20827.8942,1828.10070330,77.2000,0.012785,0.080881
838,-18581.5596,1405.73784600,80.0000,0.012747,0.080639
839,-18648.8090,1681.55631773,79.9000,0.012699,0.080397
840,-19077.7026,1538.09759056,79.4000,0.012864,0.080155
841,-22025.7547,1770.98360834,75.8000,0.013191,0.079915
842,-21153.4535,1576.74270775,77.0000,0.013606,0.079675
843,-23041.5345,1467.45778521,74.5000,0.013061,0.079436
844,-22301.4833,1569.77436280,75.4000,0.012977,0.079198
845,-21438.6205,1517.49414166,76.5000,0.013035,0.078960
846,-17720.2560,1850.68107920,81.0000,0.012438,0.078723
847,-22291.8462,1780.54772542,75.5000,0.013307,0.078487
848,-21501.3477,1565.79827300,76.4000,0.012965,0.078252
849,-21224.0444,1552.96201568,76.9000,0.013548,0.078017
850,-22125.0981,1718.35996974,75.7000,0.013269,0.077783
851,-21317.8673,1814.56267841,76.6000,0.012819,0.077550
852,-21113.9089,1754.09714050,76.9000,0.012999,0.077317
853,-22228.8207,1803.33513400,75.6000,0.013389,0.077085
854,-20809.5221,1684.40981122,77.3000,0.013094,0.076854
855,-21046.4977,1827.37202066,77.0000,0.013086,0.076623
856,-20362.6189,1668.90139907,77.9000,0.013261,0.076393
857,-21499.1543,1701.89959701,76.4000,0.012939,0.076164
858,-21015.2518,1840.95314647,77.1000,0.013296,0.075936
859,-21954.7858,1997.81079719,75.8000,0.012785,0.075708
860,-20760.5203,1311.27168671,77.3000,0.012857,0.075481
861,-20765.3443,1712.68123737,77.4000,0.013241,0.075254
862,-18113.4662,1588.84385076,80.6000,0.012815,0.075029
863,-21834.0276,1560.60343131,76.0000,0.013015,0.074803
864,-20584.2269,1644.49113084,77.5000,0.012747,0.074579
865,-21089.6574,1659.39846690,76.9000,0.012863,0.074355
866,-19241.2463,1555.31060389,79.1000,0.012431,0.074132
867,-20974.8210,2008.78723666,77.1000,0.013079,0.073910
868,-20836.3260,1810.88755414,77.2000,0.012802,0.073688
869,-21012.3038,1783.75705293,77.1000,0.013299,0.073467
870,-21176.8412,1767.56757779,76.8000,0.012924,0.073247
871,-20947.2701,1820.88157040,77.0000,0.012571,0.073027
872,-21857.6810,1519.39571154,76.0000,0.013149,0.072808
873,-21210.6163,1676.28725098,76.7000,0.012727,0.072589
874,-21332.6077,1663.64340760,76.7000,0.013316,0.072372
875,-19990.7715,1589.68549311,78.3000,0.012997,0.072155
876,-21956.1427,1736.00626196,75.8000,0.012847,0.071938
877,-20650.5208,1666.34681193,77.5000,0.013105,0.071722
878,-20835.6543,1542.40342806,77.3000,0.013231,0.071507
879,-22520.7728,1472.57861181,75.2000,0.013265,0.071293
880,-19599.8607,1917.52882206,78.8000,0.013054,0.071079
881,-19851.8001,1642.68595067,78.6000,0.013515,0.070865
882,-19846.5602,1864.54906005,78.5000,0.013076,0.070653
883,-21421.3132,1713.68867443,76.6000,0.013357,0.070441
884,-19715.4884,1539.56793354,78.6000,0.012827,0.070230
885,-19972.9958,1656.84241666,78.4000,0.013323,0.070019
886,-20538.4287,1817.39607299,77.7000,0.013340,0.069809
887,-20915.8902,1484.15518855,77.1000,0.012822,0.069599
888,-19086.0400,1752.93480008,79.3000,0.012473,0.069391
889,-19754.5348,1692.90232315,78.6000,0.013014,0.069182
890,-21129.1578,1590.65449917,76.9000,0.013071,0.068975
891,-20202.5529,1669.92149961,78.0000,0.012866,0.068768
892,-20100.8878,1801.29517315,78.1000,0.012760,0.068562
893,-21545.0494,1648.36805501,76.5000,0.013588,0.068356
894,-21120.3628,1817.46454457,76.8000,0.012671,0.068151
895,-20507.6481,1741.66284223,77.7000,0.013186,0.067946
896,-20220.6048,1560.33790914,78.1000,0.013358,0.067743
897,-21080.5605,1749.46887062,76.9000,0.012862,0.067539
898,-21376.7316,1393.94569699,76.5000,0.012744,0.067337
899,-22195.9994,1525.08155918,75.6000,0.013232,0.067135
